file,oid_i,oid_j,type_i,type_j,t_at,d_center_min,d_obb_min,L_i,W_i,H_i,L_j,W_j,H_j,speed_i,speed_j,is_stationary_i,is_stationary_j
individual_files_training_segment-10107710434105775874_760_000_780_000_with_camera_labels.tfrecord,kyzx0IdrwvB79DYgE_hSXw,nUhumX0Gm9zQVmbCIk5qCA,Sign,Vehicle,1553309088.424363,1.7919668195394167,0.47742628860768854,0.10788593148432646,0.480528548909207,0.5800000000000409,4.824378863650972,1.995156501635634,1.7699999999999818,0.019071648091900494,2.2737367544323206e-12,0,0
individual_files_training_segment-10107710434105775874_760_000_780_000_with_camera_labels.tfrecord,QFrFTU1d0Yt9jRBO-6l-MQ,xou6OuTU2BaC5ORN810m9w,Sign,Vehicle,1553309081.0241148,1.5302529095996724,0.0,0.11615350190452903,0.8557112425883638,0.7899999999999636,4.373454161812754,2.1067173662482443,1.5236346215256162,0.008907280110816417,0.0,0,0
individual_files_training_segment-10107710434105775874_760_000_780_000_with_camera_labels.tfrecord,QFrFTU1d0Yt9jRBO-6l-MQ,k8a0EKHt02SETWNOUyyAzw,Sign,Sign,1553309085.924576,0.09175532212487499,0.0,0.11615350190452903,0.8557112425883635,0.7899999999999636,0.06807810781322156,0.49477414851346824,0.21000000000003638,0.013467200395581172,0.0017234135576808583,0,0
individual_files_training_segment-10107710434105775874_760_000_780_000_with_camera_labels.tfrecord,k8a0EKHt02SETWNOUyyAzw,xou6OuTU2BaC5ORN810m9w,Vehicle,Sign,1553309081.824038,1.534102604941157,0.1873947431263646,4.373454161812754,2.106717366248242,1.5236346215256162,0.06807810781322156,0.49477414851346996,0.21000000000003638,0.0,0.003458539105779165,0,0
individual_files_training_segment-10107710434105775874_760_000_780_000_with_camera_labels.tfrecord,nUhumX0Gm9zQVmbCIk5qCA,r7rvztzixDZR6IS0JZT8Sg,Vehicle,Vehicle,1553309086.8242738,6.08880882367486,0.8871458960224514,4.824378863650972,1.9951565016356303,1.7699999999999818,5.4500769705771805,2.170822556878808,2.0499999999999545,2.2737367544323206e-12,0.018025293708839023,0,0
individual_files_training_segment-10107710434105775874_760_000_780_000_with_camera_labels.tfrecord,5d6eoqa8dSnLrnc2frr0Pg,s3Mc_nUwMy7wZCU1zBDSew,Vehicle,Vehicle,1553309088.32438,2.7512474315738986,0.6219753402648662,4.847366971115224,2.047308150638237,1.830000000000041,5.043237882741465,2.153743460491792,1.7899999999999636,7.96223774012645e-28,4.906702197859256,0,0
individual_files_training_segment-10107710434105775874_760_000_780_000_with_camera_labels.tfrecord,r7rvztzixDZR6IS0JZT8Sg,s3Mc_nUwMy7wZCU1zBDSew,Vehicle,Vehicle,1553309089.424396,3.5997469546468537,0.757586118553333,5.4500769705771805,2.1708225568788087,2.0499999999999545,5.043237882741465,2.1537434604936725,1.7899999999999636,0.034266424951277574,5.7027981605856,0,0
individual_files_training_segment-10107710434105775874_760_000_780_000_with_camera_labels.tfrecord,nUhumX0Gm9zQVmbCIk5qCA,s3Mc_nUwMy7wZCU1zBDSew,Vehicle,Vehicle,1553309089.7243838,7.279939731879802,1.9517308625808332,4.824378863650972,1.9951565016356356,1.7699999999999818,5.043237882741465,2.1537434604946974,1.7899999999999636,9.008241800120476e-28,5.920584743972996,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,-8zeF5YG95JfZWo7zSunPg,l4dcRfurmI5nlCraveU4Uw,Pedestrian,Pedestrian,1511379223.161947,1.1570895439049003,0.19993077264437203,0.8767642533630552,0.7546541877568531,1.1000000000000227,0.9955342410894272,0.8641720731530936,1.3100000000000023,1.6704977441144344,0.35570252407554215,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,-GC0tpx_MerjDZkcLQ_F9A,xyTXRFVANmPHViTFlLB2Dw,Pedestrian,Pedestrian,1511379223.161947,0.7430895338222692,0.0,0.87267768280764,0.7280911504044281,1.170000000000016,0.804815445736976,0.899993156876634,1.8500000000000227,0.8380656661453127,0.8453346861454807,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,-S3BiGrDXnE6wE2Q3Bdd_A,GHhefD_WXGdx7Y4wJ89v-A,Vehicle,Pedestrian,1511379223.161947,3.7168206147032596,1.2042281783920712,4.277262966833723,1.8187760520934997,1.6800000000000068,0.616020321085618,0.7172344480212246,1.6299999999999955,4.504123081105106e-28,1.1423522014945344,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,-S3BiGrDXnE6wE2Q3Bdd_A,VpC4vy735EOXsasTQUUL6A,Vehicle,Pedestrian,1511379223.161947,4.522434732591662,2.036720076131521,4.277262966833723,1.8187760520934997,1.6800000000000068,0.6547766046429718,0.6617023968522109,1.7099999999999795,4.504123081105106e-28,1.116638661105623,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,-S3BiGrDXnE6wE2Q3Bdd_A,zInayFmrliMFX_Qg4CjxAQ,Vehicle,Vehicle,1511379223.161947,2.7732689023881845,0.9512623737976302,4.277262966833723,1.8187760520934997,1.6800000000000068,4.0405675487302375,1.728981848708586,1.6399999999999864,4.504123081105106e-28,0.1745589681834211,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,0-4UnvZ7PC3ZvghTMnc6Mg,u8dJM7kjtqlFsWN08wEfug,Pedestrian,Pedestrian,1511379223.161947,0.7451352959840882,0.0,0.8918101285062671,0.7859864022714909,1.259999999999991,0.9834230447343657,0.8055956674430373,1.8199999999999932,1.2473233975594922,1.535093359207585,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,1GLzQxUoU3TBdEYQUjE35A,5_VF8ktnCs67f-GC2nmo-g,Vehicle,Pedestrian,1511379227.9618778,1.624465600615038,0.06475682667441814,4.952703972059536,2.1736490766757757,1.8999999999999773,0.646743456369876,0.6510424601055593,1.4300000000000068,0.012132219095741779,0.9029421136213075,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,1GLzQxUoU3TBdEYQUjE35A,OLaXCV2pQotKDWX-katsTA,Vehicle,Vehicle,1511379223.461935,5.870741092332015,1.1862291655664818,4.952703972059536,2.173649076675776,1.8999999999999773,4.411899372587767,2.122928260418175,1.7300000000000182,0.12811928343953113,0.040898464082152274,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,1GLzQxUoU3TBdEYQUjE35A,pUiPOC_8OnMwkGg8XXcrLg,Vehicle,Pedestrian,1511379226.0616,2.171942822579348,0.6747417976438634,4.952703972059536,2.173649076675776,1.8999999999999773,0.6628791184890366,0.5808212404826639,1.5699999999999932,0.0640934171703075,0.921502564580069,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,1HolBmqP-QynkAWjsZIGxA,1VeZNV2iUxmztgRAYx3vrw,Sign,Sign,1511379223.161947,0.029724200362599717,0.0,0.06759515865765561,0.7030135129608662,0.7900000000000205,0.06019135680964461,0.30400811567904096,0.44999999999998863,0.0014470135878879187,0.0012912963553327421,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,1HolBmqP-QynkAWjsZIGxA,6FoULT9LQNBagmVzN7hz-g,Sign,Pedestrian,1511379223.8618538,1.4012388945943854,0.42107557512332916,0.06759515865765561,0.7030135129608657,0.7900000000000205,1.191277895375704,1.0824619435439249,1.4800000000000182,0.0014470135883013627,1.3845961342452358,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,1HolBmqP-QynkAWjsZIGxA,WcPmVVAo_LYgk7pAvFa6ww,Sign,Sign,1511379223.161947,0.016743325612638273,0.0,0.06759515865765561,0.7030135129608662,0.7900000000000205,0.06865040345387165,0.7012236454544544,0.44999999999998863,0.0014470135878879187,0.0010928468555254608,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,1HolBmqP-QynkAWjsZIGxA,v1dxlwgSuf6EbRgt6O9gjA,Sign,Pedestrian,1511379223.161947,2.512232425787721,1.8400692312951112,0.06759515865765561,0.7030135129608662,0.7900000000000205,0.7787221358045626,0.7285176786988555,1.339999999999975,0.0014470135878879187,1.3238680389607105,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,1VeZNV2iUxmztgRAYx3vrw,6FoULT9LQNBagmVzN7hz-g,Sign,Pedestrian,1511379223.761857,1.4644256796716124,0.6052039735231264,0.06019135680964461,0.3040081156790414,0.44999999999998863,1.191277895375704,1.0824619435439606,1.4800000000000182,0.0012912963552362082,1.384596134245228,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,1VeZNV2iUxmztgRAYx3vrw,WcPmVVAo_LYgk7pAvFa6ww,Sign,Sign,1511379223.161947,0.01299831392814091,0.0,0.06019135680964461,0.30400811567904096,0.44999999999998863,0.06865040345387165,0.7012236454544544,0.44999999999998863,0.0012912963553327421,0.0010928468555254608,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,1VeZNV2iUxmztgRAYx3vrw,v1dxlwgSuf6EbRgt6O9gjA,Sign,Pedestrian,1511379223.161947,2.534186160293069,2.0108256566055807,0.06019135680964461,0.30400811567904096,0.44999999999998863,0.7787221358045626,0.7285176786988555,1.339999999999975,0.0012912963553327421,1.3238680389607105,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,1yeMmESPImj58E3H8nLCDA,7LeSzsMaSql675SMtRhbLw,Pedestrian,Pedestrian,1511379233.761976,0.9025574378679261,0.0,0.8282424238856311,0.8697492993149443,1.3199999999999932,0.844824372281907,0.7769898196483392,1.2099999999999795,1.3205731577141095,0.29046253074788314,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,1yeMmESPImj58E3H8nLCDA,7ZCOmqKeH1XcIy64G36Log,Pedestrian,Pedestrian,1511379224.661741,2.9201567966783153,2.0020728009002386,0.8282424238856311,0.8697492993141855,1.3199999999999932,0.6926646578685549,0.6492948223245271,1.1000000000000227,0.6131380908338238,0.6318646437528084,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,1yeMmESPImj58E3H8nLCDA,k1G_di0TnPj5PehDfepGRQ,Pedestrian,Pedestrian,1511379225.461654,1.3590943835663043,0.3327938956522039,0.8282424238856311,0.8697492993142922,1.3199999999999932,0.844824372281907,0.7769898196483876,1.3000000000000114,0.7610414953118149,0.7308278565788652,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,2M91FR8oxeg1pKfFWc9wSA,sUT9x-Z8bhkX43eLAhxFTg,Vehicle,Pedestrian,1511379242.86159,3.5035035001025827,0.05012718985859021,5.557448836751831,2.3624922743961068,2.490000000000009,1.0053463594164522,1.1393432219717514,1.7799999999999727,0.004604405594101822,0.3413170673364269,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,2T8jXIoVQBCpBeB-cjKZRA,8Rdwab6FgSW2ofKPogBlyA,Pedestrian,Pedestrian,1511379226.461549,1.6132381859847167,0.3950135384913057,0.8888827243110105,0.8323308953546157,1.7300000000000182,1.0050427810660838,0.9583948983301224,1.8700000000000045,0.05132471114902011,0.048393831614680395,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,2T8jXIoVQBCpBeB-cjKZRA,Thco997G6Zm5nHpLxL2Ipg,Pedestrian,Pedestrian,1511379232.461406,2.92348808577219,1.606911234158537,0.8888827243110105,0.8323308953549345,1.7300000000000182,0.9141882176221838,1.1188700043512463,1.8100000000000023,0.2774956975445353,0.03792427200040446,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,2T8jXIoVQBCpBeB-cjKZRA,fcpeexaomPNn0s9isWo2Hg,Pedestrian,Pedestrian,1511379225.761605,2.2687941314476348,1.266451622517108,0.8888827243110105,0.8323308953546288,1.7300000000000182,0.6454196151430829,0.6573738208233781,1.3000000000000114,0.05132471071959033,0.7066378413901745,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,2T8jXIoVQBCpBeB-cjKZRA,wPSbav9iJ20hnI7-KACC2g,Pedestrian,Pedestrian,1511379232.461406,2.4209493660391264,1.424429754662613,0.8888827243110105,0.8323308953549345,1.7300000000000182,0.7419122203878059,0.8837363422146821,1.3600000000000136,0.2774956975445353,0.03011425078384985,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,38-tTf__lh1wAHtoiazslg,ZiyT8p8zr5tvPM_2xEB4HQ,Vehicle,Vehicle,1511379242.86159,6.413751702003948,1.2658784521974715,5.739684444179841,2.335264295936215,1.9300000000000068,4.555956243358347,2.125401938255306,1.740000000000009,0.017504706618925232,0.010313211275769162,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,38-tTf__lh1wAHtoiazslg,djqmC_SUsgjpGyBHxsuDRA,Vehicle,Pedestrian,1511379224.161808,5.077525655328824,1.5316834911815438,5.739684444179841,2.335264295936217,1.9300000000000068,0.7155398063444296,1.2543889148295688,1.660000000000025,0.03315317569982441,0.06874603926701814,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,38-tTf__lh1wAHtoiazslg,iX47Rve1QZ8C-lbvVMEotQ,Vehicle,Sign,1511379234.861785,4.790521451785716,1.8005132466317288,5.739684444179841,2.335264295936218,1.9300000000000068,0.07570417787791041,0.4971293188071082,0.5299999999999727,0.017504706472555157,0.01227618342130288,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,3DlHIW3XWDZnwdIGk28xPA,6lAMGD7JFQC_q1Bf6tpWyQ,Pedestrian,Pedestrian,1511379226.6615279,1.2858699954089592,0.21531847488867079,0.732636159097885,0.7791728028876401,1.2200000000000273,0.7772876593959984,0.7796668657597693,1.25,0.6159170651079209,0.6419715326764411,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,3DlHIW3XWDZnwdIGk28xPA,8PMHoqlEx7W3B1uATasCJQ,Pedestrian,Pedestrian,1511379223.161947,1.3126755505732064,0.4201904776260105,0.732636159097885,0.7791728028876398,1.2200000000000273,0.732636159097885,0.7791728028874855,1.3500000000000227,0.6976713937541871,0.8376940878133594,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,3DlHIW3XWDZnwdIGk28xPA,9Xdc5E3ZM_DPHoKWmzHSKw,Pedestrian,Pedestrian,1511379225.5616128,2.1086940157898884,1.0886224623108245,0.732636159097885,0.7791728028876463,1.2200000000000273,0.7892764638399408,0.8614400115478396,1.1399999999999864,0.6189687207976873,2.082265733924717,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,3DlHIW3XWDZnwdIGk28xPA,lNO7EHTfJZD6DhCGBQImtw,Pedestrian,Pedestrian,1511379223.5619318,0.8997120526648277,0.0,0.732636159097885,0.7791728028876437,1.2200000000000273,0.732636159097885,0.779172802887981,1.1999999999999886,0.6976644110037752,0.6296938559020424,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,4e9KSwiQsqgfuRDY0cXHow,9Xi-XEiRcn2X21qkd60NOA,Pedestrian,Pedestrian,1511379223.161947,1.8347520162106001,0.821490621758646,0.9551192674839555,0.9845679836931103,1.420000000000016,0.8095210620355752,0.7029373342064706,1.2200000000000273,1.1791544538217615,1.4593283400515695,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,4e9KSwiQsqgfuRDY0cXHow,KJFLAcwQ-LOJIccPd7r_2w,Pedestrian,Pedestrian,1511379223.8618538,2.2246781328335654,1.1940702325858987,0.9551192674839555,0.9845679836931102,1.420000000000016,0.6803879565396735,0.6472414441159017,1.170000000000016,1.121494821635416,1.0478339799692078,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,4e9KSwiQsqgfuRDY0cXHow,Rm_k9LHUYshduhwrER5mDw,Pedestrian,Pedestrian,1511379223.161947,2.3252930978634607,1.2638465082005805,0.9551192674839555,0.9845679836931103,1.420000000000016,0.8742746511469445,0.7597955830947176,1.1399999999999864,1.1791544538217615,0.9767027810985253,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,4e9KSwiQsqgfuRDY0cXHow,VwHSDXiCe0DxPZIEGKT0IQ,Pedestrian,Pedestrian,1511379224.761699,1.81908057338999,0.8348759705967258,0.9551192674839555,0.9845679836926825,1.420000000000016,0.7558595925310363,0.8063444842029149,1.240000000000009,0.8944858924835712,1.067495499043054,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,4e9KSwiQsqgfuRDY0cXHow,dDYilM7-duGrxePrpZq-cQ,Pedestrian,Pedestrian,1511379224.261776,1.8745413321583695,0.9475654346231264,0.9551192674839555,0.9845679836931082,1.420000000000016,0.7332429408817479,0.6933076340349729,1.2099999999999795,1.0491939654537727,1.0798909527547702,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,4e9KSwiQsqgfuRDY0cXHow,vE_pDHoq3WYld7BdGi_z-Q,Pedestrian,Pedestrian,1511379223.461935,1.6680455659017293,0.5065464246533085,0.9551192674839555,0.9845679836931106,1.420000000000016,0.8095210620355752,0.7029373342062712,1.1999999999999886,1.154443090212101,1.0792974452194377,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,59VeHPO4G7w7XhzICq5WnQ,cjTr-g-ckokf9yKG0h6ICQ,Vehicle,Pedestrian,1511379229.461475,2.025473404388357,0.10310414783787865,4.694219039402961,2.09112041477771,1.4499999999999886,1.040526133502572,0.94113548878257,1.7699999999999818,0.009837913346002335,1.1809019466476873,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,59VeHPO4G7w7XhzICq5WnQ,jxkNxAgRrQjbkkN5Y7l9cA,Vehicle,Vehicle,1511379223.161947,7.18453707917161,2.4636111949018433,4.694219039402961,2.09112041477771,1.4499999999999886,4.694219039402961,2.091120414777727,1.5300000000000296,0.009837913345973745,0.004365360077037339,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,5_VF8ktnCs67f-GC2nmo-g,OLaXCV2pQotKDWX-katsTA,Pedestrian,Vehicle,1511379223.161947,3.326423533532142,0.9551741803373439,0.646743456369876,0.6510424601058882,1.4300000000000068,4.411899372587767,2.1229282604181723,1.7300000000000182,0.9380211953929267,0.04200884147449881,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,5_VF8ktnCs67f-GC2nmo-g,pUiPOC_8OnMwkGg8XXcrLg,Pedestrian,Pedestrian,1511379223.161947,0.7271315462843533,0.0,0.646743456369876,0.6510424601058882,1.4300000000000068,0.6628791184890366,0.5808212404826649,1.5699999999999932,0.9380211953929267,1.001387957435355,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,69tYlsAKx5LK5J6Zm5bwfQ,Gn4XP84WPHSc7Uc-IsU0wg,Sign,Vehicle,1511379223.161947,4.640745789133496,2.380674103720764,0.05842493616020891,0.38558849350484903,0.6899999999999977,5.32459594841194,2.3699132582909455,1.9399999999999977,0.01340897792361062,0.02214063568106223,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,6FoULT9LQNBagmVzN7hz-g,WcPmVVAo_LYgk7pAvFa6ww,Pedestrian,Sign,1511379223.8618538,1.4135765969939125,0.4354165504082575,1.191277895375704,1.0824619435439249,1.4800000000000182,0.06865040345387165,0.7012236454544535,0.44999999999998863,1.3845961342452358,0.001092846855643919,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,6iQAfTUSH4Bbv0qThIR3SQ,8iFdpHOJB3kdR5Ih4q6Prw,Pedestrian,Pedestrian,1511379223.161947,2.6254226427655145,1.645272783409108,0.7528400936503677,0.7186864843928843,1.740000000000009,0.8813713169264588,0.9092797082675806,1.4800000000000182,0.02658947029297961,0.8682041629997859,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,6iQAfTUSH4Bbv0qThIR3SQ,ENAuoGtwETd4o8RpGaZv1g,Pedestrian,Pedestrian,1511379242.86159,3.2644014973646542,2.3319940674982838,0.7528400936503677,0.7186864843928858,1.740000000000009,0.6848225943499909,0.725887621878868,1.6800000000000068,0.040647605011867136,0.04509927344351082,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,6iQAfTUSH4Bbv0qThIR3SQ,IsOb3RtjbvMhorwabg8CDw,Pedestrian,Pedestrian,1511379242.86159,1.0118697985484948,0.18987212902865683,0.7528400936503677,0.7186864843928858,1.740000000000009,0.7295725147945025,0.7753690078981722,1.75,0.040647605011867136,0.003706700190453937,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,6iQAfTUSH4Bbv0qThIR3SQ,hlURPAo2mUhpEGBoQ9bMkQ,Pedestrian,Pedestrian,1511379223.161947,0.7142724929316495,0.0,0.7528400936503677,0.7186864843928843,1.740000000000009,0.6291669063147135,0.7461000916519723,1.6999999999999886,0.02658947029297961,0.08992131502440864,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,6iQAfTUSH4Bbv0qThIR3SQ,lMLxCqAM3-2hXo_tLRjr6A,Pedestrian,Pedestrian,1511379223.161947,0.9010627509299585,0.0,0.7528400936503677,0.7186864843928843,1.740000000000009,0.6260306096910747,0.8092915794002196,1.8100000000000023,0.02658947029297961,4.504122242392949e-28,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,6iQAfTUSH4Bbv0qThIR3SQ,sltxFAhdwNWuiOjlmmzrUw,Pedestrian,Pedestrian,1511379223.161947,2.8503356628332335,1.8144315664607078,0.7528400936503677,0.7186864843928843,1.740000000000009,0.846258915453272,0.9116032004605843,1.8199999999999932,0.02658947029297961,0.7286152047462192,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,6lAMGD7JFQC_q1Bf6tpWyQ,8PMHoqlEx7W3B1uATasCJQ,Pedestrian,Pedestrian,1511379226.761519,2.497152059894403,1.6118620116318758,0.7772876593959984,0.7796668657595754,1.25,0.732636159097885,0.779172802887359,1.3500000000000227,0.6266122612089583,0.7204910772083477,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,6lAMGD7JFQC_q1Bf6tpWyQ,9Xdc5E3ZM_DPHoKWmzHSKw,Pedestrian,Pedestrian,1511379223.761857,0.8337290149832781,0.0,0.7772876593959984,0.7796668657596267,1.25,0.7892764638399408,0.8614400115474106,1.1399999999999864,0.8515101761194898,1.191387575690077,0,0
individual_files_training_segment-1022527355599519580_4866_960_4886_960_with_camera_labels.tfrecord,6lAMGD7JFQC_q1Bf6tpWyQ,lNO7EHTfJZD6DhCGBQImtw,Pedestrian,Pedestrian,1511379237.2616289,1.116901987343684,0.06415633824449374,0.7772876593959984,0.7796668657599043,1.25,0.732636159097885,0.7791728028876695,1.1999999999999886,0.6988783706875179,0.8663359543404199,0,0
